age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
24,Local-gov,102330,HS-grad,9,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,3927.8288652718575,156.00106616340815,26,Canada,1
38,Self-emp-not-inc,164672,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,1005.9550392492312,17.402853530947905,38,Germany,0
26,Private,88345,Masters,14,Never-married,Prof-specialty,Husband,Black,Female,3374.575976101025,252.48229409333925,57,Japan,1
56,Self-emp-not-inc,250689,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,317.16093405152503,84.76658247001924,45,United-Kingdom,0
35,Self-emp-not-inc,89222,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,970.7709720295112,184.9903162969979,37,Japan,1
21,Self-emp-not-inc,107755,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,1422.7540257531439,181.0800733473537,31,China,0
42,Self-emp-not-inc,58933,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,99.53207535373294,303.3735039051153,24,United-States,0
31,Private,118207,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,1099.4955396769979,107.50971085782521,45,Italy,0
67,Local-gov,224811,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,185.21281354327047,153.16674663665611,24,Japan,0
26,Self-emp-not-inc,228810,Masters,14,Divorced,Craft-repair,Wife,White,Female,397.619632903533,171.77318528653223,57,United-States,0
43,Private,277825,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,1259.3199319354148,63.13322722676779,37,Germany,1
19,Local-gov,154691,HS-grad,9,Divorced,Prof-specialty,Wife,Black,Male,579.9341007096859,56.61267340314938,25,Canada,0
37,Local-gov,155137,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,2540.3583042502855,293.02323928708813,20,China,1
45,Local-gov,265616,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,276.0199433633311,6.93196880110132,30,Germany,0
64,Self-emp-not-inc,202955,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,166.97733471491543,305.6421080975739,35,Mexico,0
24,Self-emp-not-inc,148818,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,411.2397048991,86.38955652888582,45,United-States,0
61,Local-gov,148510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,1910.02438029686,34.91057701278688,58,Italy,1
25,Local-gov,149251,Bachelors,13,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,1880.0960861846327,81.46432997734372,37,United-Kingdom,0
64,Local-gov,224473,Bachelors,13,Never-married,Prof-specialty,Husband,Black,Male,460.93381260898616,101.55350484164455,55,United-Kingdom,1
52,Local-gov,196452,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,1659.9016458882077,11.741788071455197,56,Japan,0
31,Local-gov,68212,HS-grad,9,Divorced,Craft-repair,Husband,Black,Male,80.98042100239756,110.84339820052438,45,France,0
34,Local-gov,78174,HS-grad,9,Divorced,Prof-specialty,Wife,White,Female,7.630639220405674,232.87125183630488,52,Cuba,0
53,Private,187933,Masters,14,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,2001.03525587679,355.06778839199046,20,Mexico,0
67,Local-gov,187166,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,2072.042472044451,91.57625079239743,46,Cuba,1
57,Self-emp-not-inc,154649,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,154.78291020392993,39.607659661952866,56,Germany,1
21,Self-emp-not-inc,101319,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,353.41502688861067,82.89038632157725,41,Germany,0
19,Self-emp-not-inc,227800,Masters,14,Divorced,Exec-managerial,Wife,Black,Female,1901.1028580134723,0.28516497822931614,38,Italy,0
23,Local-gov,205435,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,87.4845246608065,251.6262036783606,32,Japan,0
59,Self-emp-not-inc,137846,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,1988.4518550659,153.54395573789296,56,France,1
21,Private,220372,Masters,14,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,854.9195003483526,18.204898819682995,22,Germany,0
46,Local-gov,104808,Bachelors,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,1070.8333190572253,93.99863499392802,46,Germany,1
35,Self-emp-not-inc,187015,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,903.421263854814,2.0816310337811816,54,Canada,0
43,Private,261177,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,873.5481752782275,24.33995840283481,28,United-Kingdom,0
61,Private,92616,Bachelors,13,Divorced,Exec-managerial,Husband,Black,Male,204.6421227750845,18.634407136515286,39,China,0
51,Self-emp-not-inc,124329,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,269.26349553901974,16.97803920697036,45,Canada,0
27,Private,284815,HS-grad,9,Never-married,Exec-managerial,Husband,Black,Female,867.628335638271,80.3188818451842,54,Mexico,0
53,Self-emp-not-inc,206359,Bachelors,13,Never-married,Exec-managerial,Wife,Black,Female,513.1707283118698,333.61548227277325,40,El-Salvador,0
31,Private,177957,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,779.3352007226432,13.964962978391519,51,Cuba,0
48,Local-gov,215043,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,292.18018095406194,206.21182779731632,41,Mexico,0
65,Local-gov,106152,Bachelors,13,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,623.2903009253018,8.583822083374347,33,France,0
32,Local-gov,92351,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,154.78966183303228,8.64754104841879,48,United-Kingdom,1
25,Local-gov,293787,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,39.15191028459067,98.90697180016019,50,Mexico,0
31,Local-gov,241112,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3018.312801299505,85.4504120526359,36,Germany,1
40,Self-emp-not-inc,277977,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,1283.936874392488,42.19424480589763,42,China,1
57,Local-gov,269631,Bachelors,13,Divorced,Craft-repair,Wife,White,Female,689.2823705359415,76.22582488697502,55,United-States,1
38,Local-gov,172377,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,800.7586338648197,140.61551592609771,44,Philippines,0
33,Local-gov,110616,HS-grad,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,715.7482016446312,148.41043964163612,37,Cuba,1
62,Local-gov,292493,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,2290.750126940313,1.205728777943743,35,Japan,1
35,Private,204969,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,1485.6222919973745,8.130032828512896,21,Philippines,1
64,Local-gov,73010,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,393.2540293606724,0.3436430425943844,45,Cuba,1
41,Local-gov,221226,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,246.13945308154067,1.5765194351104337,53,United-Kingdom,1
43,Self-emp-not-inc,282507,Masters,14,Never-married,Exec-managerial,Husband,White,Female,68.84569258696783,183.03255353162677,31,United-States,0
42,Private,171822,Bachelors,13,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,159.92127447898068,8.725090375620951,29,Japan,1
62,Self-emp-not-inc,201186,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,673.4644316097758,124.13500957635135,48,Cuba,0
58,Local-gov,69050,Masters,14,Never-married,Craft-repair,Husband,White,Male,226.3615923224544,391.36657560135177,21,Germany,1
46,Self-emp-not-inc,296309,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,374.5391602263744,171.98639470620742,35,China,0
32,Self-emp-not-inc,71125,HS-grad,9,Divorced,Prof-specialty,Husband,White,Female,143.0959737299054,6.870269523908864,55,Italy,0
62,Local-gov,275166,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,2561.5391325483365,224.31778643255203,55,India,1
18,Private,231468,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,34.30684605501766,317.40953353771147,41,Mexico,0
42,Private,225918,HS-grad,9,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,433.57252627946065,122.54448882598268,25,El-Salvador,0
24,Self-emp-not-inc,201468,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,298.614510157793,95.79223576007675,54,Japan,0
26,Local-gov,142661,Masters,14,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,8.337348187315527,92.07900804501668,56,India,0
41,Self-emp-not-inc,138116,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,2639.429815903752,171.62011618021236,50,Japan,1
18,Self-emp-not-inc,169233,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,376.3056047371936,80.62083973452927,21,France,0
61,Self-emp-not-inc,220045,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,697.7077338499282,40.61331858583396,54,Cuba,1
25,Local-gov,204646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,873.7258508922864,352.1154169026386,47,Philippines,1
41,Local-gov,140155,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,942.8394436670146,4.967161191066682,26,Cuba,0
28,Private,179843,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,616.6690858246401,109.46647980873965,40,India,0
68,Local-gov,63869,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,900.9819953806399,88.09880763714611,44,Japan,1
34,Self-emp-not-inc,247266,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,1393.363304044409,101.9292037585284,37,India,1
25,Self-emp-not-inc,112167,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Male,3038.410748332079,102.77999709211227,32,Japan,1
52,Private,237219,Masters,14,Never-married,Exec-managerial,Husband,Black,Female,1070.1334975812158,13.185178955935811,27,United-States,1
52,Local-gov,293758,Masters,14,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,620.3234322905347,14.330633441588821,33,Mexico,1
50,Self-emp-not-inc,193194,Masters,14,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,588.074817022786,6.974912104182569,36,El-Salvador,1
22,Private,224899,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,1237.3826285384334,278.6813485975962,32,El-Salvador,0
59,Private,194407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,986.2712694678397,94.13615030270289,30,Italy,1
56,Self-emp-not-inc,113576,Bachelors,13,Never-married,Craft-repair,Husband,White,Male,545.3939325040529,8.02444909829833,29,Canada,1
58,Self-emp-not-inc,71677,Masters,14,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,409.3026808999868,56.85561334998637,36,Mexico,1
45,Local-gov,209295,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,4983.308597339437,44.52297439699288,48,Italy,1
24,Private,210886,Bachelors,13,Divorced,Craft-repair,Wife,White,Male,1455.8459071116624,16.040778559489382,21,Japan,1
26,Self-emp-not-inc,175662,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,231.64924506994421,172.60729449812027,20,Italy,1
25,Private,264683,Masters,14,Divorced,Prof-specialty,Wife,White,Male,345.55368913568213,149.43524877557562,46,El-Salvador,0
29,Local-gov,224257,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,2241.3834124136124,62.37601347274396,38,Philippines,0
51,Self-emp-not-inc,126794,Bachelors,13,Divorced,Prof-specialty,Wife,White,Female,1081.2514305346715,73.91236299566391,37,France,1
50,Local-gov,277135,Bachelors,13,Never-married,Prof-specialty,Wife,Black,Female,372.15534549406834,57.34651362799495,54,France,0
65,Private,125675,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,452.8874360525805,80.07768714240005,28,United-States,1
40,Local-gov,92325,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,476.2755199242541,131.8872783902503,44,Cuba,1
41,Local-gov,90503,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,206.15762819238697,208.72345729559473,41,Cuba,0
54,Private,69514,Bachelors,13,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,715.7378969775607,89.72724992137877,32,France,1
52,Local-gov,106196,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,1450.6009892165644,13.444293420725204,48,Japan,1
61,Private,201989,Masters,14,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,830.2505416596289,147.8652728128941,41,Japan,1
57,Self-emp-not-inc,235771,Bachelors,13,Divorced,Exec-managerial,Husband,Black,Male,1066.9448848365255,46.56592895554239,35,Canada,0
39,Private,144633,Masters,14,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,904.8227118352247,99.39222255984579,38,Japan,0
44,Private,231191,HS-grad,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,60.70101847388918,22.13814120258862,27,Mexico,0
52,Self-emp-not-inc,133324,Masters,14,Never-married,Prof-specialty,Wife,White,Male,208.32890795512358,17.842028647487478,31,Mexico,1
18,Private,206133,HS-grad,9,Never-married,Prof-specialty,Husband,Black,Female,431.3191165003633,5.411213504332261,21,India,0
52,Self-emp-not-inc,191019,Masters,14,Never-married,Prof-specialty,Husband,White,Female,2200.3444656363527,37.75420632769964,24,China,1
54,Self-emp-not-inc,262152,HS-grad,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,428.77314359424787,90.91757028257646,33,El-Salvador,0
64,Private,135550,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,396.18377079972606,38.386321240301996,35,India,0
31,Local-gov,130331,Bachelors,13,Never-married,Prof-specialty,Wife,Black,Male,84.01947097586603,27.559472273379953,53,Mexico,1
20,Local-gov,213704,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,3578.386133823614,527.1798343620975,29,Germany,1
18,Self-emp-not-inc,200424,Bachelors,13,Divorced,Craft-repair,Husband,Black,Female,1507.5569579201015,676.0807992429211,27,Japan,0
22,Local-gov,73653,Bachelors,13,Never-married,Craft-repair,Wife,Black,Male,1452.123213151879,92.87371957707478,44,Cuba,0
43,Local-gov,248187,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,484.03036890119574,39.095758501329954,46,China,1
31,Private,147294,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,81.61084497783897,197.78158007948034,29,China,0
56,Self-emp-not-inc,93755,Bachelors,13,Divorced,Prof-specialty,Husband,White,Female,305.8735633806367,133.48032207830428,55,France,1
44,Self-emp-not-inc,154296,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,1916.6402349935622,95.69519995680271,58,El-Salvador,1
26,Private,148354,Masters,14,Married-civ-spouse,Craft-repair,Wife,White,Male,198.81431019716925,238.87358072049082,26,Germany,0
32,Local-gov,121988,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,2246.6735772318593,58.935016026082735,34,India,1
32,Self-emp-not-inc,87921,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,767.3418049645331,29.49837530221678,32,Italy,0
43,Local-gov,240075,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,1253.6412059315182,341.26119509874314,52,Philippines,0
59,Self-emp-not-inc,261948,Masters,14,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,604.4797331455898,196.78598810335941,54,El-Salvador,1
30,Self-emp-not-inc,96668,HS-grad,9,Never-married,Craft-repair,Wife,White,Female,2692.8075363798102,243.11591973887542,21,France,1
68,Self-emp-not-inc,105175,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,273.9873833035879,250.3554271062633,59,Philippines,1
49,Self-emp-not-inc,228810,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,849.6452840301728,48.22591098953928,30,Philippines,0
56,Local-gov,103452,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,71.62062063668694,197.19008382669,40,Cuba,1
66,Local-gov,249395,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,654.7484247134872,220.07455317803593,33,Philippines,1
69,Local-gov,96149,Masters,14,Never-married,Craft-repair,Husband,White,Male,3601.394427829203,79.31582408161498,44,United-States,1
49,Local-gov,294965,Bachelors,13,Divorced,Prof-specialty,Wife,White,Male,92.259514888246,98.15167311060236,42,Cuba,1
21,Private,65839,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,706.684456746206,86.15570372633893,20,United-Kingdom,0
47,Self-emp-not-inc,52155,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,922.0731968637557,1.6157286517043,25,Philippines,1
54,Self-emp-not-inc,188091,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,2684.517144821423,76.6864455376852,55,Canada,1
40,Self-emp-not-inc,104512,HS-grad,9,Divorced,Prof-specialty,Wife,White,Female,352.9877526476395,3.8571125007451994,37,United-Kingdom,0
56,Private,242762,Masters,14,Never-married,Craft-repair,Wife,Black,Female,699.0458156452274,59.979131791620055,56,China,1
62,Local-gov,136150,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,4357.98611545899,4.676259608950083,24,United-States,1
32,Self-emp-not-inc,176041,HS-grad,9,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,1465.4198287683328,60.76258178405523,20,United-Kingdom,1
60,Local-gov,76190,Masters,14,Divorced,Craft-repair,Husband,White,Male,1662.9155791322555,36.34822690774519,49,Japan,1
46,Local-gov,286983,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,1516.4544167722645,148.68890577906996,20,Germany,1
53,Private,60928,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,724.0725246623341,65.21993112326294,33,Germany,1
30,Private,98425,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,569.7869574287868,71.76343336694738,47,China,0
49,Local-gov,124134,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,294.12032362247606,234.01409431073233,50,Japan,1
24,Self-emp-not-inc,159875,Bachelors,13,Divorced,Craft-repair,Wife,White,Female,627.2973457298524,65.83566104504884,42,China,0
68,Self-emp-not-inc,267189,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,20.71545678989222,17.004321582375173,50,Canada,1
39,Private,174264,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Black,Male,102.15564512419635,11.943400600044427,26,United-Kingdom,0
45,Private,230046,Bachelors,13,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,338.63521797097206,36.50270470885948,39,France,0
19,Private,160191,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,405.9095697857367,30.83978442749769,39,Mexico,0
59,Private,228868,Bachelors,13,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,1229.3498897681923,170.64736147272515,50,France,1
62,Private,229815,Masters,14,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,188.26206730318933,142.2476313464528,28,Canada,0
23,Private,293215,Bachelors,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,1588.522309217281,6.041242735760623,30,Canada,1
45,Private,260527,Masters,14,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,1613.4537681774266,22.43936295607445,25,Italy,1
45,Self-emp-not-inc,153716,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,884.3983011740557,59.57037916778223,37,Mexico,1
61,Private,251107,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,676.2832178315416,9.123663280335895,48,Cuba,1
61,Private,218749,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,629.9824963528669,18.178302813922894,20,Canada,1
37,Self-emp-not-inc,106321,HS-grad,9,Never-married,Prof-specialty,Husband,Black,Female,545.6571682777889,239.08182632218063,52,Cuba,1
47,Self-emp-not-inc,163782,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,92.74589980164794,77.9133397434088,22,China,0
28,Local-gov,159398,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Male,1065.4973326209365,159.2804953710344,57,Canada,0
45,Private,108973,Masters,14,Never-married,Craft-repair,Husband,Black,Female,861.0846908935429,40.12968772574615,56,United-States,1
42,Private,102414,Bachelors,13,Never-married,Prof-specialty,Wife,White,Female,15.893134075352869,46.96672487343282,35,India,1
56,Private,206674,Bachelors,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,226.51894841051686,195.44133158904947,57,Cuba,1
50,Private,298749,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,573.2761769032394,107.05522780181495,54,China,1
18,Local-gov,79692,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,2315.7488760909227,113.43888457734413,45,Cuba,0
